user_id,item_id,Recommended_Games
76561197967174031,269170,"['Galactic Civilizations III', nan, 'Squad', 'Max Payne 3', 'Counter-Strike: Global Offensive']"
76561197967370851,218620,[nan]
76561197967405669,222880,['Insurgency']
76561197967445425,251060,"['Wargame: Red Dragon', 'Mount & Blade: Warband', '911: First Responders®', 'Dirty Bomb®']"
76561197967664049,72850,[nan]
76561197967849744,305620,['The Long Dark']
76561197968167449,"49520, 232090, 274940","['Borderlands 2', 'Killing Floor 2']"
76561197968305777,345180,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Victor Vran ARPG', nan]"
76561197968314652,243870,[nan]
76561197968314999,326670,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197968496988,8870,['BioShock Infinite']
76561197968625140,200510,['XCOM: Enemy Unknown']
76561197968819806,"250600, 346250, 37600",['The Plan']
76561197968887720,91310,[nan]
76561197969020980,"8870, 238320, 72850, 235540, 440, 50620","[nan, 'Team Fortress 2', 'BioShock Infinite', 'Counter-Strike: Global Offensive']"
76561197969314107,"1250, 102600, 9480, 22380, 220860","['Fallout: New Vegas', 'Killing Floor', 'Game Dev Tycoon', 'McPixel']"
76561197969434273,"212680, 233550, 221910, 232430","['FTL: Faster Than Light', 'Gone Home', 'The Stanley Parable']"
76561197969602007,239140,['Dying Light']
76561197969727244,"271240, 221680, 65980, 252950","['Rocket League®', 'Rocksmith® 2014 Edition - Remastered', ""Sid Meier's Civilization®: Beyond Earth™""]"
76561197969800840,"268500, 206190","['Gunpoint', 'XCOM® 2']"
76561197969812413,"25990, 108710, 37000, 379310, 630",['Alien Swarm']
76561197969868617,203770,['Crusader Kings II']
76561197970097668,"6910, 397550","['Starpoint Gemini 2', 'Deus Ex: Game of the Year Edition', nan]"
76561197970148466,203160,['Tomb Raider']
76561197970317038,"209160, 107410, 221100","[nan, 'Arma 3', 'DayZ', 'Dying Light']"
76561197970329595,570,[nan]
76561197970512992,"570, 630",[nan]
76561197970519274,235600,"['Tom Clancy’s Splinter Cell Blacklist', 'Loadout']"
76561197970528598,105600,['Terraria']
76561197970539254,440,['Team Fortress 2']
76561197970542592,"214490, 274940, 260230","['Alien: Isolation', 'Depth', 'Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™']"
76561197970551076,239030,"['Papers, Please']"
76561197970561135,224600,['Defiance']
76561197970565267,"245280, 241600","['Rogue Legacy', 'ENSLAVED™: Odyssey to the West™ Premium Edition']"
76561197970580235,327670,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197970600478,"201790, 427270","['Orcs Must Die! Unchained', 'Orcs Must Die! 2']"
76561197970643976,"250520, 251570",[nan]
76561197970723780,"206440, 450540",['To the Moon']
76561197970724420,"440, 35700, 17710",['Team Fortress 2']
76561197970809118,570,[nan]
76561197970812298,"20920, 70, 220, 292030","['Half-Life 2', 'Half-Life', 'Warframe', ""The Witcher: Enhanced Edition Director's Cut"", 'The Witcher 2: Assassins of Kings Enhanced Edition']"
76561197970814132,208650,['Batman™: Arkham Knight']
76561197970895200,440,['Team Fortress 2']
76561197970931849,449710,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197970952528,"211600, 22320, 304650, 250260","[""Jazzpunk: Director's Cut"", 'The Elder Scrolls III: Morrowind® Game of the Year Edition', 'Thief™ Gold']"
76561197970980141,"246090, 206190",['Gunpoint']
76561197970980211,"383870, 295110, 313630","[nan, 'Firewatch']"
76561197970982479,"22200, 1250, 43110",['Killing Floor']
76561197970989261,"404090, 227940, 403190",['Heroes & Generals']
76561197971059162,"259080, 107410, 219640","['Arma 3', 'Chivalry: Medieval Warfare', 'Rust', 'Just Cause 2: Multiplayer Mod']"
76561197971077817,9200,"['STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™', 'Borderlands 2', 'RAGE', 'Saints Row IV', 'Mount & Blade: Warband - Viking Conquest Reforged Edition']"
76561197971119511,"222880, 730","['Insurgency', 'Counter-Strike: Global Offensive']"
76561197971285616,"45797, 370190, 338000, 434420, 440",['Team Fortress 2']
76561197971327741,310380,['Fractured Space']
76561197971330852,440,['Team Fortress 2']
76561197971336570,232090,['Killing Floor 2']
76561197971366625,244850,[nan]
76561197971402201,250420,"['8BitMMO', 'RPG Maker VX Ace', 'Unturned', 'Rust']"
76561197971407276,346110,['ARK: Survival Evolved']
76561197971470597,440,['Team Fortress 2']
76561197971532272,"72840, 8930","[""Sid Meier's Civilization® V""]"
76561197971541516,287450,"['Rise of Nations: Extended Edition', 'The Forest', 'Europa Universalis IV', ""Garry's Mod""]"
76561197971591275,377160,['Fallout 4']
76561197971725163,"440, 249380, 4000","['Team Fortress 2', ""Garry's Mod""]"
76561197971730470,"65980, 2870","[""Sid Meier's Civilization®: Beyond Earth™""]"
76561197971851704,"442080, 72850",[nan]
76561197971860091,218090,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197971917242,249650,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197971933349,"389570, 319510","[""Five Nights at Freddy's""]"
76561197972024039,"270880, 299250, 314160","['Microsoft Flight Simulator X: Steam Edition', 'American Truck Simulator']"
76561197972261430,"310560, 313160, 255710, 400800","['Cities: Skylines', 'Farming Simulator 15']"
76561197972282027,238960,[nan]
76561197972361546,"204100, 200260","['Max Payne 3', 'Batman: Arkham City - Game of the Year Edition']"
76561197972384083,49520,['Borderlands 2']
76561197972452208,239030,"['Papers, Please']"
76561197972468339,4920,['Natural Selection 2']
76561197972516748,333930,['Dirty Bomb®']
76561197972758795,22380,['Fallout: New Vegas']
76561197972797551,252490,['Rust']
76561197972911511,"261640, 330830","['Borderlands: The Pre-Sequel', 'Tales from the Borderlands']"
76561197973290663,244850,[nan]
76561197973337386,"398850, 61500, 334230",['Town of Salem']
76561197973723668,325600,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197973942939,"212680, 234330, 307670",['FTL: Faster Than Light']
76561197974036386,"234140, 287700","['Mad Max', 'METAL GEAR SOLID V: THE PHANTOM PAIN']"
76561197974172778,212160,['Vindictus']
76561197974500703,"31270, 113200, 8980, 630, 43000, 107100, 8190","['Alien Swarm', 'The Binding of Isaac', 'Borderlands', 'Bastion']"
76561197974754753,410340,"['Liftoff', 'Counter-Strike: Global Offensive', 'Terraria', 'Insurgency', 'Loadout']"
76561197974804604,8930,"[""Sid Meier's Civilization® V""]"
76561197974875094,"440, 730, 230050, 253030","['Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561197974963007,570,[nan]
76561197975058559,"49520, 261640","['Borderlands 2', 'Borderlands: The Pre-Sequel', 'Left 4 Dead 2']"
76561197975700338,363970,['Clicker Heroes']
76561197975867686,"212680, 221020",['FTL: Faster Than Light']
76561197975869516,218620,[nan]
76561197975959500,201810,['Wolfenstein: The New Order']
76561197975973976,4000,"[""Garry's Mod""]"
76561197976163348,"265930, 301520, 107410, 15320, 35450","['Robocraft', 'Arma 3', 'Goat Simulator']"
76561197976177356,22380,['Fallout: New Vegas']
76561197976250649,241540,['State of Decay']
76561197976370569,260230,['Valiant Hearts: The Great War™ / Soldats Inconnus : Mémoires de la Grande Guerre™']
76561197976404001,"63200, 22380, 202170, 570, 239160, 730","['Counter-Strike: Global Offensive', nan, 'Fallout: New Vegas']"
76561197976546912,"251570, 34330",[nan]
76561197976603911,437220,[nan]
76561197976652491,22380,['Fallout: New Vegas']
76561197976763710,570,[nan]
76561197976922181,214950,['Total War™: ROME II - Emperor Edition']
76561197976933723,48700,['Mount & Blade: Warband']
76561197976939762,72850,[nan]
76561197977001876,200510,['XCOM: Enemy Unknown']
76561197977246575,440,['Team Fortress 2']
76561197977301184,201700,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197977316974,220240,['Far Cry 3']
76561197977470391,333930,['Dirty Bomb®']
76561197977507720,"440, 730","['Team Fortress 2', 'Counter-Strike: Global Offensive']"
76561197977544920,"24240, 4540, 500","[nan, 'PAYDAY™ The Heist', 'Left 4 Dead']"
76561197977705860,"440, 241540, 228380","['Team Fortress 2', 'State of Decay']"
76561197977922960,230410,['Warframe']
76561197977976937,440,['Team Fortress 2']
76561197977981554,239820,['Game Dev Tycoon']
76561197978024377,"39120, 630, 440","['Team Fortress 2', 'Alien Swarm', 'RIFT']"
76561197978409306,"264200, 25830, 290790",['One Finger Death Punch']
76561197978421438,"242760, 233270, 7830","['Far Cry 3 - Blood Dragon', 'The Forest']"
76561197978628035,266840,"[nan, 'Realm of the Mad God', ""Garry's Mod""]"
76561197978703788,730,['Counter-Strike: Global Offensive']
76561197979007418,730,['Counter-Strike: Global Offensive']
76561197979046612,"221380, 12100, 8870, 9200, 2270","['RAGE', 'BioShock Infinite', 'Age of Empires II HD']"
76561197979086508,"261030, 319630","['The Walking Dead: Season 2', 'Life is Strange - Episode 1', nan]"
76561197979731785,"252490, 236430","['Rust', 'DARK SOULS™ II']"
76561197979796744,620,['Portal 2']
76561197980188639,10500,['Empire: Total War™']
76561197980311109,"8870, 3720, 319630, 301520, 57690, 298110","['Robocraft', 'BioShock Infinite', 'Life is Strange - Episode 1']"
76561197980386478,391040,"['Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'F1 2016', nan]"
76561197980614542,730,['Counter-Strike: Global Offensive']
76561197980617560,4000,"[""Garry's Mod""]"
76561197980641293,"730, 55100",['Counter-Strike: Global Offensive']
76561197980811624,31280,['Poker Night at the Inventory']
76561197980834629,394510,"['HELLDIVERS™', 'Counter-Strike: Global Offensive', 'Terraria', 'Men of War: Assault Squad', 'Killing Floor 2']"
76561197980886661,211820,['Starbound']
76561197981203305,219890,['Antichamber']
76561197981277493,17390,['SPORE™']
76561197981374310,"200510, 219990","['XCOM: Enemy Unknown', 'Grim Dawn']"
76561197981425218,"730, 252490","['Counter-Strike: Global Offensive', 'Rust']"
76561197981571612,"321360, 274940, 4000, 215470","['ArcheAge', ""Garry's Mod"", 'Depth']"
76561197981780630,730,['Counter-Strike: Global Offensive']
76561197981959164,"311210, 251570, 220, 237110","['Half-Life 2', nan, ""Garry's Mod""]"
76561197982203533,"46280, 205990","[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197982422966,730,['Counter-Strike: Global Offensive']
76561197982587329,4000,"[""Garry's Mod""]"
76561197982587661,"48240, 570, 212390, 231430","[nan, 'Company of Heroes 2']"
76561197982665201,"232430, 319630","['Gone Home', 'Life is Strange - Episode 1']"
76561197982685987,"288160, 286080, 203810, 221540, 205100, 440","[nan, 'EVE Online', 'Team Fortress 2', 'Dishonored', 'Tomb Raider']"
76561197983046427,351090,"['Galactic Civilizations III', 'Regency Solitaire', 'Counter-Strike: Global Offensive', 'Terraria', nan]"
76561197983127652,208090,['Loadout']
76561197983633274,4920,['Natural Selection 2']
76561197983697443,"236390, 209870, 243470, 306130, 219640","[nan, 'Chivalry: Medieval Warfare', 'Watch_Dogs™', ""Garry's Mod""]"
76561197983745201,"17520, 317360","['Double Action: Boogaloo', 'Synergy']"
76561197983875214,365590,['Tom Clancy’s The Division™']
76561197984211461,238960,[nan]
76561197984327467,"4000, 730, 248570, 303390","['Counter-Strike: Global Offensive', ""Garry's Mod"", 'Toribash', 'Team Fortress 2']"
76561197984390941,"42680, 17480, 10180, 8870","['BioShock Infinite', nan, 'Call of Duty®: Modern Warfare® 2', 'Command & Conquer: Red Alert 3']"
76561197985031488,327220,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197985191301,"214560, 231140, 211440, 243450, 267130","['Mark of the Ninja', 'Star Swarm Stress Test']"
76561197985389455,"4560, 233450, 49520","['Borderlands 2', 'Prison Architect']"
76561197985512782,57690,"['Tropico 4', 'Team Fortress 2', 'Machinarium']"
76561197985634755,362890,"['Black Mesa', 'Just Cause™ 3', 'Left 4 Dead 2', 'Counter-Strike: Global Offensive']"
76561197985644714,208650,['Batman™: Arkham Knight']
76561197985797191,"26800, 31290","['Back to the Future: The Game', 'Braid', 'Game Dev Tycoon', 'Arma 3', 'LEGO® Jurassic World']"
76561197986188587,218620,[nan]
76561197986214624,"32360, 325300","[nan, 'Stronghold Crusader HD', 'Paranormal', 'The Secret of Monkey Island: Special Edition', 'Counter-Strike: Source']"
76561197986529825,268400,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197986552181,354140,"[""Five Nights at Freddy's 3"", 'The LEGO® Movie - Videogame', ""Five Nights at Freddy's 2"", 'Rocket League®', 'theHunter: Primal']"
76561197986617937,230230,"['Divinity: Original Sin (Classic)', nan, 'Junk Jack', 'South Park™: The Stick of Truth™', 'This Is the Police']"
76561197986678875,"252330, 218060","[nan, 'Slender: The Arrival', 'Just Cause 2', 'The Mean Greens - Plastic Warfare', 'BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien']"
76561197986709258,"242920, 278910, 3710",['Banished']
76561197986717785,"39160, 363970",['Clicker Heroes']
76561197986964063,233720,['Surgeon Simulator']
76561197987307155,200210,['Realm of the Mad God']
76561197987394736,"48240, 207610",['The Walking Dead']
76561197987482998,203290,"[""America's Army: Proving Grounds"", 'Team Fortress 2']"
76561197987617385,298110,"['Rocksmith® 2014 Edition - Remastered', 'Far Cry® 4', 'Counter-Strike: Global Offensive', 'Rust', 'Deus Ex: Mankind Divided']"
76561197987677576,241540,['State of Decay']
76561197987786431,730,['Counter-Strike: Global Offensive']
76561197988062821,113200,['The Binding of Isaac']
76561197988318026,"440, 1250","['Team Fortress 2', 'Killing Floor', 'Hotline Miami', 'Loadout']"
76561197988397124,364450,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197988486708,290080,['Life is Feudal: Your Own']
76561197988647146,730,['Counter-Strike: Global Offensive']
76561197988762135,"22600, 7670","['Worms Reloaded', 'BioShock™']"
76561197988785314,"113400, 250600","['APB Reloaded', 'The Plan']"
76561197988814610,276810,"['Mordheim: City of the Damned', 'Counter-Strike: Global Offensive', 'Terraria', nan, 'Team Fortress 2']"
76561197988832553,263280,['SPINTIRES™']
76561197988840650,236150,"['Starpoint Gemini 2', 'Deus Ex: Game of the Year Edition', nan, 'Homeworld Remastered Collection', 'Next Car Game: Wreckfest']"
76561197988863895,248820,['Risk of Rain']
76561197988934555,"301520, 290300, 295110, 236390","['Robocraft', nan, 'Team Fortress 2', 'Rebel Galaxy', 'Arma 3']"
76561197989053217,230410,['Warframe']
76561197989615671,378720,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197989634859,"209000, 233720","['Surgeon Simulator', 'Batman™: Arkham Origins']"
76561197989691928,240,['Counter-Strike: Source']
76561197989699885,212500,"['TERA', 'The Lord of the Rings Online™']"
76561197989723505,280600,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197989869899,503770,"[nan, 'Galactic Civilizations III', 'Counter-Strike: Global Offensive', 'Terraria', 'Team Fortress 2']"
76561197989883424,220,['Half-Life 2']
76561197990027470,"219640, 107410","['Arma 3', 'Just Cause 2: Multiplayer Mod', 'Chivalry: Medieval Warfare']"
76561197990029377,207140,['SpeedRunners']
76561197990045164,"214560, 266510","['Hand of Fate', 'Mark of the Ninja']"
765611979902442O1,"440, 283290",['Team Fortress 2']
76561197990498142,"113200, 219740, 91310","['The Binding of Isaac', nan]"
76561197990557433,8930,"[""Sid Meier's Civilization® V""]"
76561197990577342,"211400, 330830","['Tales from the Borderlands', 'Deadlight']"
76561197990596976,730,['Counter-Strike: Global Offensive']
76561197990772718,261570,['Ori and the Blind Forest']
76561197990782367,108800,"['Fallout: New Vegas', 'Crysis 2 - Maximum Edition', ""Bad Rats: the Rats' Revenge"", nan, 'Emily is Away']"
76561197990890441,219740,[nan]
76561197990979375,"220200, 214490","['Alien: Isolation', 'Kerbal Space Program']"
76561197991249235,"242920, 205100, 200510","['Banished', 'XCOM: Enemy Unknown']"
76561197991329759,"363970, 440, 4760, 730, 218620","[nan, 'Counter-Strike: Global Offensive', 'Team Fortress 2', 'Clicker Heroes']"
76561197991633595,"242920, 233250, 224260, 236850","['No More Room in Hell', 'Banished', nan, 'Contagion']"
76561197991723203,238260,"['Pinball Arcade', 'Counter-Strike: Global Offensive', 'Terraria', nan, 'Team Fortress 2']"
76561197991827492,401190,"['Dinosaur Hunt', 'Counter-Strike: Global Offensive', 'Terraria', 'AirMech Strike', nan]"
76561197991856503,440,['Team Fortress 2']
76561197991872030,"550, 236390","['Left 4 Dead 2', nan, 'Arma 3']"
76561197991899190,238960,[nan]
76561197992152968,219640,['Chivalry: Medieval Warfare']
76561197992227006,239070,"['Risk of Rain', 'Hammerwatch', 'Awesomenauts - the 2D moba', 'Kung Fury: Street Rage', 'Broforce']"
76561197992272514,222880,['Insurgency']
76561197992466945,213670,['South Park™: The Stick of Truth™']
76561197992498182,214490,"['Alien: Isolation', 'Kerbal Space Program']"
76561197992643903,105430,"[nan, 'Counter-Strike: Global Offensive', 'Terraria', 'Realm of the Mad God', 'Blacklight: Retribution']"
76561197992670186,"211820, 219150","['Starbound', ""Don't Starve Together"", 'Hotline Miami']"
76561197992681922,"374320, 385770, 339400","['DARK SOULS™ III', 'Time Clickers']"
76561197992709045,105600,['Terraria']
76561197992755277,"8870, 213670, 208520, 72850, 208090, 200510","['BioShock Infinite', 'XCOM: Enemy Unknown', 'Fallout: New Vegas', nan, 'Total War™: ROME II - Emperor Edition']"
76561197992809369,377160,['Fallout 4']
76561197992870209,301520,['Robocraft']
76561197992910116,"259720, 238430, 293920, 248310","['Contagion', 'Fading Hearts']"
76561197993052158,218230,['PlanetSide 2']
76561197993077385,232790,"['Broken Age', 'Undertale']"
76561197993114886,110800,"['L.A. Noire', 'Middle-earth™: Shadow of Mordor™', 'Team Fortress 2', 'Left 4 Dead 2', 'Grand Theft Auto: Episodes from Liberty City']"
